lr-AdamW,step,train_loss_phi,train_loss_psi,train_loss_omega,train_loss_tau,train_loss_CA:C:1N,train_loss_C:1N:1CA,train_loss,epoch,val_loss_phi,val_loss_psi,val_loss_omega,val_loss_tau,val_loss_CA:C:1N,val_loss_C:1N:1CA,val_loss
,42559,,,,,,,,111,0.2721571624279022,0.34036242961883545,0.07523558288812637,0.03698572516441345,0.01760440692305565,0.02320449985563755,0.1272095888853073
5.600000000000001e-06,42560,,,,,,,,,,,,,,,
,42599,0.2843671143054962,0.3337165415287018,0.06084008142352104,0.03293900936841965,0.01808122731745243,0.016053995117545128,0.12433299422264099,112,,,,,,,
,42799,0.25530779361724854,0.3456408679485321,0.06735840439796448,0.021937593817710876,0.014549719169735909,0.01968614012002945,0.12074675410985947,112,,,,,,,
,42939,,,,,,,,112,0.25790297985076904,0.3264310359954834,0.07465720176696777,0.03700563684105873,0.01722332276403904,0.023099081590771675,0.12401930242776871
5.65e-06,42940,,,,,,,,,,,,,,,
,42999,0.2660505175590515,0.35411083698272705,0.06930333375930786,0.03285309299826622,0.020712148398160934,0.027246790006756783,0.1283794492483139,113,,,,,,,
,43199,0.3501257002353668,0.4077746272087097,0.12069150805473328,0.04876570403575897,0.03067823313176632,0.03811008855700493,0.166024312376976,113,,,,,,,
,43319,,,,,,,,113,0.2683045566082001,0.33317792415618896,0.07325047254562378,0.036684900522232056,0.01745239645242691,0.023817982524633408,0.1249995008111
5.7000000000000005e-06,43320,,,,,,,,,,,,,,,
,43399,0.27711260318756104,0.32070741057395935,0.07076814770698547,0.07064419239759445,0.02778785489499569,0.03635295480489731,0.13389554619789124,114,,,,,,,
,43599,0.2803002893924713,0.3461730182170868,0.08065169304609299,0.03286726400256157,0.018836049363017082,0.026289798319339752,0.13085302710533142,114,,,,,,,
,43699,,,,,,,,114,0.2580123841762543,0.3210136294364929,0.07283364236354828,0.037080343812704086,0.018778687343001366,0.02370406687259674,0.12036904692649841
5.750000000000001e-06,43700,,,,,,,,,,,,,,,
,43799,0.29856157302856445,0.37215113639831543,0.07281694561243057,0.028114520013332367,0.014755329117178917,0.019076993688941002,0.1342460811138153,115,,,,,,,
,43999,0.29206809401512146,0.36608603596687317,0.08812183141708374,0.0423860065639019,0.02782507613301277,0.03634539246559143,0.1421387493610382,115,,,,,,,
,44079,,,,,,,,115,0.265346884727478,0.33262255787849426,0.07156845927238464,0.03445268049836159,0.015598190017044544,0.021050013601779938,0.12455755472183228
5.8e-06,44080,,,,,,,,,,,,,,,
,44199,0.26630768179893494,0.31502658128738403,0.09310553222894669,0.035764701664447784,0.01864791475236416,0.02685149572789669,0.1259506642818451,116,,,,,,,
,44399,0.3248664438724518,0.3406250476837158,0.08065689355134964,0.04668577015399933,0.020635761320590973,0.02650558203458786,0.13999591767787933,116,,,,,,,
,44459,,,,,,,,116,0.26923441886901855,0.33424004912376404,0.07898250222206116,0.03915785998106003,0.01817139983177185,0.024173490703105927,0.1281781643629074
5.850000000000001e-06,44460,,,,,,,,,,,,,,,
,44599,0.31516027450561523,0.42797717452049255,0.09610866755247116,0.06832996755838394,0.04528607055544853,0.04806485399603844,0.1668211668729782,117,,,,,,,
,44799,0.30912691354751587,0.38118794560432434,0.08773043751716614,0.07264842092990875,0.04371228814125061,0.05331892520189285,0.1579541563987732,117,,,,,,,
,44839,,,,,,,,117,0.26612919569015503,0.3304153084754944,0.07554733008146286,0.03761037811636925,0.018226468935608864,0.024098070338368416,0.12408420443534851
5.9e-06,44840,,,,,,,,,,,,,,,
,44999,0.298241525888443,0.36362898349761963,0.08083955943584442,0.03271043300628662,0.02016943134367466,0.02215675823390484,0.13629111647605896,118,,,,,,,
,45199,0.2531721591949463,0.3040061891078949,0.05205840617418289,0.02026580274105072,0.01177365705370903,0.014100568369030952,0.10922946780920029,118,,,,,,,
,45219,,,,,,,,118,0.2606654465198517,0.32433056831359863,0.07246223092079163,0.03579254448413849,0.017402097582817078,0.02284521795809269,0.12382903695106506
5.95e-06,45220,,,,,,,,,,,,,,,
,45399,0.22608299553394318,0.3180982768535614,0.04472851753234863,0.02469000406563282,0.012650004588067532,0.018537059426307678,0.10746447741985321,119,,,,,,,
,45599,0.21891386806964874,0.27894556522369385,0.07325055450201035,0.026882795616984367,0.01703045703470707,0.019954344257712364,0.10582961142063141,119,,,,,,,
,45599,,,,,,,,119,0.24227535724639893,0.31087926030158997,0.06466174870729446,0.030957888811826706,0.015085759572684765,0.02012644149363041,0.11532780528068542
6e-06,45600,,,,,,,,,,,,,,,
,45799,0.32678863406181335,0.3846858739852905,0.13649936020374298,0.0974559560418129,0.05459935963153839,0.07736513763666153,0.17956571280956268,120,,,,,,,
,45979,,,,,,,,120,0.2563583552837372,0.3205369710922241,0.07093082368373871,0.035117972642183304,0.01767699047923088,0.022638510912656784,0.12093997746706009
6.0500000000000005e-06,45980,,,,,,,,,,,,,,,
,45999,0.28190651535987854,0.34004294872283936,0.10710125416517258,0.05524582788348198,0.042720213532447815,0.05182303860783577,0.14647331833839417,121,,,,,,,
,46199,0.1668933629989624,0.23159253597259521,0.04117177426815033,0.015201556496322155,0.011548415757715702,0.012234789319336414,0.07977373898029327,121,,,,,,,
,46359,,,,,,,,121,0.2576512098312378,0.3212321996688843,0.07097964733839035,0.03430886194109917,0.016596652567386627,0.0220931526273489,0.12031759321689606
6.1e-06,46360,,,,,,,,,,,,,,,
,46399,0.2753186821937561,0.3315742313861847,0.05321802943944931,0.020418886095285416,0.014102449640631676,0.013355863280594349,0.11799802631139755,122,,,,,,,
,46599,0.30447182059288025,0.3405541479587555,0.07053766399621964,0.03816944733262062,0.0180270504206419,0.02532039023935795,0.13284675776958466,122,,,,,,,
,46739,,,,,,,,122,0.27406075596809387,0.3335253596305847,0.08422914892435074,0.04469381272792816,0.020206741988658905,0.02751775085926056,0.1309097856283188
6.15e-06,46740,,,,,,,,,,,,,,,
,46799,0.19495494663715363,0.265585720539093,0.053350452333688736,0.03608071431517601,0.02445647120475769,0.027873629704117775,0.10038366168737411,123,,,,,,,
,46999,0.34381526708602905,0.3874676525592804,0.1003970205783844,0.08182084560394287,0.04583914205431938,0.05635972321033478,0.16928327083587646,123,,,,,,,
,47119,,,,,,,,123,0.2508375346660614,0.3120711147785187,0.06954210996627808,0.0340074747800827,0.015071197412908077,0.020686283707618713,0.1176300123333931
6.2e-06,47120,,,,,,,,,,,,,,,
,47199,0.2899785339832306,0.34985584020614624,0.08838632702827454,0.06053948029875755,0.03505342826247215,0.04486025124788284,0.14477896690368652,124,,,,,,,
,47399,0.3215116262435913,0.3858496844768524,0.09376869350671768,0.037901267409324646,0.027681510895490646,0.03269994631409645,0.1499021351337433,124,,,,,,,
,47499,,,,,,,,124,0.2660534381866455,0.3226635456085205,0.07783161103725433,0.039736151695251465,0.01862354204058647,0.025210659950971603,0.12434320151805878
6.25e-06,47500,,,,,,,,,,,,,,,
,47599,0.21162337064743042,0.2873281240463257,0.04774914309382439,0.01765911653637886,0.012215188704431057,0.014685969799757004,0.09854348748922348,125,,,,,,,
,47799,0.3556104302406311,0.4129222333431244,0.16966287791728973,0.0913383886218071,0.06701015681028366,0.07168709486722946,0.19470518827438354,125,,,,,,,
,47879,,,,,,,,125,0.2538284361362457,0.31163010001182556,0.06954804062843323,0.03433261439204216,0.016386402770876884,0.021529825404286385,0.1176479309797287
6.300000000000001e-06,47880,,,,,,,,,,,,,,,
,47999,0.39263173937797546,0.41892609000205994,0.0899219661951065,0.054303135722875595,0.021371563896536827,0.025945032015442848,0.1671832650899887,126,,,,,,,
,48199,0.22101755440235138,0.2780328392982483,0.03740629553794861,0.02380930632352829,0.013898875564336777,0.012575924396514893,0.09779013693332672,126,,,,,,,
,48259,,,,,,,,126,0.2614651024341583,0.3184141516685486,0.07354964315891266,0.034869711846113205,0.017233792692422867,0.023125018924474716,0.12036300450563431
6.35e-06,48260,,,,,,,,,,,,,,,
,48399,0.23450429737567902,0.2720516324043274,0.06208547204732895,0.02959912084043026,0.016233323141932487,0.017658522352576256,0.1053553968667984,127,,,,,,,
,48599,0.17489930987358093,0.2344755232334137,0.05688440427184105,0.023910000920295715,0.012190470471978188,0.016456129029393196,0.08646930754184723,127,,,,,,,
,48639,,,,,,,,127,0.26373663544654846,0.32105955481529236,0.07847754657268524,0.04094576835632324,0.020038845017552376,0.025940807536244392,0.12562164664268494
6.4000000000000006e-06,48640,,,,,,,,,,,,,,,
,48799,0.38528430461883545,0.41850200295448303,0.22446058690547943,0.1178952232003212,0.06705793738365173,0.09019690006971359,0.2172328233718872,128,,,,,,,
,48999,0.2127053141593933,0.2816462814807892,0.02523205429315567,0.015848739072680473,0.0093527901917696,0.010491021908819675,0.09254603087902069,128,,,,,,,
,49019,,,,,,,,128,0.2690345346927643,0.32587331533432007,0.08221220225095749,0.0424644872546196,0.020413005724549294,0.02688145823776722,0.12975457310676575
6.45e-06,49020,,,,,,,,,,,,,,,
,49199,0.19301071763038635,0.22990885376930237,0.05489423871040344,0.017206281423568726,0.011355667375028133,0.016861576586961746,0.08720622956752777,129,,,,,,,
,49399,0.25297558307647705,0.3115993142127991,0.10191120207309723,0.06596449762582779,0.03662899509072304,0.04340295121073723,0.1354137659072876,129,,,,,,,
,49399,,,,,,,,129,0.259342223405838,0.32020291686058044,0.06811791658401489,0.03170350193977356,0.014450623653829098,0.01944134756922722,0.12046343833208084
6.5000000000000004e-06,49400,,,,,,,,,,,,,,,
,49599,0.28940799832344055,0.3412940502166748,0.09987209737300873,0.04299207404255867,0.026541467756032944,0.03522131219506264,0.13922150433063507,130,,,,,,,
,49779,,,,,,,,130,0.24559348821640015,0.30598023533821106,0.061727143824100494,0.02900094725191593,0.013702030293643475,0.018200019374489784,0.11255422979593277
6.550000000000001e-06,49780,,,,,,,,,,,,,,,
,49799,0.3303736746311188,0.4123530685901642,0.11684806644916534,0.09598558396100998,0.0378577746450901,0.05448007211089134,0.17464971542358398,131,,,,,,,
,49999,0.2665537893772125,0.3100753724575043,0.0532447025179863,0.01892869733273983,0.012324681505560875,0.015739604830741882,0.1128111407160759,131,,,,,,,
,50159,,,,,,,,131,0.2514379620552063,0.3108034133911133,0.06919272243976593,0.032416779547929764,0.015329509042203426,0.019856996834278107,0.11654626578092575
6.6e-06,50160,,,,,,,,,,,,,,,
,50199,0.24557727575302124,0.32885968685150146,0.05058721452951431,0.024872928857803345,0.01238973718136549,0.015547161921858788,0.11297233402729034,132,,,,,,,
,50399,0.3911648392677307,0.41332536935806274,0.1724739372730255,0.1092161312699318,0.07075292617082596,0.09357694536447525,0.2084183692932129,132,,,,,,,
,50539,,,,,,,,132,0.2638011574745178,0.3215446174144745,0.07774930447340012,0.03902411833405495,0.018998244777321815,0.025575151666998863,0.12560400366783142
6.650000000000001e-06,50540,,,,,,,,,,,,,,,
,50599,0.2765342593193054,0.3465273082256317,0.18356084823608398,0.1236262172460556,0.0823461264371872,0.1092369481921196,0.18697196245193481,133,,,,,,,
,50799,0.3174871802330017,0.3715072274208069,0.13094528019428253,0.07494474202394485,0.03633898124098778,0.04635106399655342,0.16292908787727356,133,,,,,,,
,50919,,,,,,,,133,0.25694820284843445,0.3108925521373749,0.0726935863494873,0.034685224294662476,0.015329025685787201,0.021275749430060387,0.11901155859231949
6.700000000000001e-06,50920,,,,,,,,,,,,,,,
,50999,0.31630611419677734,0.3594973385334015,0.07105528563261032,0.027542082592844963,0.024634946137666702,0.020760037004947662,0.13663263618946075,134,,,,,,,
,51199,0.20444363355636597,0.285544753074646,0.04849649593234062,0.016456808894872665,0.01507814321666956,0.016367243602871895,0.09773118793964386,134,,,,,,,
,51299,,,,,,,,134,0.26066720485687256,0.3204043507575989,0.07451164722442627,0.03666374087333679,0.016879845410585403,0.02283318340778351,0.12262557446956635
6.750000000000001e-06,51300,,,,,,,,,,,,,,,
,51399,0.2801879644393921,0.3523119390010834,0.07320503890514374,0.054553788155317307,0.026192564517259598,0.03115256503224373,0.13626733422279358,135,,,,,,,
,51599,0.2731953263282776,0.32181990146636963,0.13865220546722412,0.05657518655061722,0.02908960171043873,0.039464063942432404,0.14313271641731262,135,,,,,,,
,51679,,,,,,,,135,0.256552517414093,0.31601202487945557,0.07258852571249008,0.03560872748494148,0.01744307018816471,0.022619932889938354,0.11996413767337799
6.800000000000001e-06,51680,,,,,,,,,,,,,,,
,51799,0.2987007200717926,0.3284183442592621,0.08195514976978302,0.042067453265190125,0.02345658652484417,0.029393430799245834,0.13399861752986908,136,,,,,,,
,51999,0.27888113260269165,0.3381980359554291,0.06648348271846771,0.03474021330475807,0.01791374757885933,0.019760239869356155,0.1259961575269699,136,,,,,,,
,52059,,,,,,,,136,0.2479143887758255,0.3063378930091858,0.07404167950153351,0.037445634603500366,0.01809191145002842,0.024547029286623,0.12042265385389328
6.8500000000000005e-06,52060,,,,,,,,,,,,,,,
,52199,0.2659965455532074,0.330979585647583,0.1252388060092926,0.09266915172338486,0.03951942175626755,0.053035564720630646,0.15123984217643738,137,,,,,,,
,52399,0.2134304940700531,0.28593918681144714,0.03852398693561554,0.015417997725307941,0.011135553009808064,0.0125175965949893,0.09616079926490784,137,,,,,,,
,52439,,,,,,,,137,0.2606331408023834,0.3138328790664673,0.07663432508707047,0.04047151282429695,0.018579933792352676,0.025057965889573097,0.12356673926115036
6.900000000000001e-06,52440,,,,,,,,,,,,,,,
,52599,0.2923891544342041,0.3484143912792206,0.14926642179489136,0.0659661665558815,0.030025579035282135,0.04669973999261856,0.15546023845672607,138,,,,,,,
,52799,0.251281201839447,0.3080887198448181,0.06072384864091873,0.019864864647388458,0.013549176044762135,0.015976091846823692,0.11158065497875214,138,,,,,,,
,52819,,,,,,,,138,0.2538510859012604,0.31234070658683777,0.07160274684429169,0.034835584461688995,0.016945600509643555,0.02237050235271454,0.12069664895534515
6.950000000000001e-06,52820,,,,,,,,,,,,,,,
,52999,0.2500229775905609,0.3311294615268707,0.05044777691364288,0.021901210770010948,0.013981511816382408,0.017513619735836983,0.11416610330343246,139,,,,,,,
,53199,0.37065866589546204,0.4181112051010132,0.17190924286842346,0.10312050580978394,0.05175401270389557,0.07581286132335663,0.19856110215187073,139,,,,,,,
,53199,,,,,,,,139,0.25407329201698303,0.3070424199104309,0.06809394061565399,0.0336238294839859,0.016072040423750877,0.021665893495082855,0.11745889484882355
7.000000000000001e-06,53200,,,,,,,,,,,,,,,
,53399,0.25067803263664246,0.31186074018478394,0.06603124737739563,0.027995208278298378,0.019342923536896706,0.0235611479729414,0.11657822132110596,140,,,,,,,
,53579,,,,,,,,140,0.263335257768631,0.3132261037826538,0.07316691428422928,0.03585753217339516,0.016927529126405716,0.022332068532705307,0.1215309277176857
7.049999999999999e-06,53580,,,,,,,,,,,,,,,
,53599,0.18857713043689728,0.2925557792186737,0.06153516471385956,0.02397918328642845,0.026403170078992844,0.026135176420211792,0.1031976044178009,141,,,,,,,
,53799,0.2544330954551697,0.32961505651474,0.09354795515537262,0.04479418322443962,0.02315007895231247,0.02669653110206127,0.128706157207489,141,,,,,,,
,53959,,,,,,,,141,0.23976102471351624,0.2982856035232544,0.05898498743772507,0.026731275022029877,0.012575764209032059,0.01707974448800087,0.1090359166264534
7.1e-06,53960,,,,,,,,,,,,,,,
,53999,0.3222694396972656,0.3733259439468384,0.11342456936836243,0.05496297776699066,0.028445133939385414,0.03606823831796646,0.15474937856197357,142,,,,,,,
,54199,0.3280072510242462,0.36758625507354736,0.10485076904296875,0.06130443140864372,0.022989222779870033,0.031717706471681595,0.15274260938167572,142,,,,,,,
,54339,,,,,,,,142,0.26704394817352295,0.32243379950523376,0.08070874214172363,0.04029089957475662,0.018283668905496597,0.025024211034178734,0.12510448694229126
7.15e-06,54340,,,,,,,,,,,,,,,
,54399,0.2114698737859726,0.3213210105895996,0.057755451649427414,0.03496894612908363,0.019192015752196312,0.02204635925590992,0.11112561076879501,143,,,,,,,
,54599,0.30294179916381836,0.3360568881034851,0.09426593035459518,0.05349067598581314,0.027274008840322495,0.0391942523419857,0.1422039270401001,143,,,,,,,
,54719,,,,,,,,143,0.2586752474308014,0.3130156099796295,0.0739874467253685,0.03852607309818268,0.018600977957248688,0.02527369000017643,0.12212914973497391
7.2e-06,54720,,,,,,,,,,,,,,,
,54799,0.2482222318649292,0.3327917456626892,0.077696293592453,0.03768223524093628,0.01831117272377014,0.02350705862045288,0.12303511798381805,144,,,,,,,
,54999,0.2168366014957428,0.26821786165237427,0.0667932778596878,0.03455915302038193,0.01760871522128582,0.022958142682909966,0.10449562966823578,144,,,,,,,
,55099,,,,,,,,144,0.25232231616973877,0.30702582001686096,0.0708935484290123,0.03528954088687897,0.015560952015221119,0.021266618743538857,0.11892006546258926
7.25e-06,55100,,,,,,,,,,,,,,,
,55199,0.17010007798671722,0.24301877617835999,0.042110376060009,0.02788633108139038,0.017020689323544502,0.019052905961871147,0.08653151988983154,145,,,,,,,
,55399,0.2956773340702057,0.34074124693870544,0.07666432112455368,0.03521914407610893,0.018318044021725655,0.021824851632118225,0.1314074993133545,145,,,,,,,
,55479,,,,,,,,145,0.25999706983566284,0.31290313601493835,0.07345692813396454,0.03751418739557266,0.01726013980805874,0.023733237758278847,0.1205066591501236
7.2999999999999996e-06,55480,,,,,,,,,,,,,,,
,55599,0.21360991895198822,0.25031089782714844,0.04350319504737854,0.01780378445982933,0.010838349349796772,0.011732641607522964,0.09129979461431503,146,,,,,,,
,55799,0.2431313693523407,0.3129482567310333,0.05638252943754196,0.04110823944211006,0.015057617798447609,0.022421881556510925,0.11517499387264252,146,,,,,,,
,55859,,,,,,,,146,0.25353100895881653,0.3013588786125183,0.07263339310884476,0.034148696810007095,0.016009118407964706,0.02157549187541008,0.11684252321720123
7.35e-06,55860,,,,,,,,,,,,,,,
,55999,0.22214893996715546,0.29378005862236023,0.04439186304807663,0.01831831969320774,0.010034733451902866,0.012732001021504402,0.10023432224988937,147,,,,,,,
,56199,0.26357510685920715,0.33094438910484314,0.05073536932468414,0.028863200917840004,0.01687963493168354,0.0227913036942482,0.11896483600139618,147,,,,,,,
,56239,,,,,,,,147,0.2527198791503906,0.3103395402431488,0.06784158945083618,0.03226187452673912,0.015818919986486435,0.02075224742293358,0.11684638261795044
7.4e-06,56240,,,,,,,,,,,,,,,
,56399,0.3059695065021515,0.3240117132663727,0.06904613226652145,0.03557134419679642,0.01650342531502247,0.020870599895715714,0.1286621242761612,148,,,,,,,
,56599,0.21515437960624695,0.27828624844551086,0.040678735822439194,0.03463644161820412,0.01356138102710247,0.018317699432373047,0.10010581463575363,148,,,,,,,
,56619,,,,,,,,148,0.2594408392906189,0.3085136413574219,0.07214351743459702,0.036000531166791916,0.017365166917443275,0.023599781095981598,0.12126567959785461
7.45e-06,56620,,,,,,,,,,,,,,,
,56799,0.19516372680664062,0.25615978240966797,0.03247559443116188,0.024434439837932587,0.011932517401874065,0.014662576839327812,0.08913810551166534,149,,,,,,,
,56999,0.32965317368507385,0.38176414370536804,0.09635845571756363,0.06675110757350922,0.02676425315439701,0.033877138048410416,0.15586137771606445,149,,,,,,,
,56999,,,,,,,,149,0.24477963149547577,0.29993078112602234,0.06911152601242065,0.034565266221761703,0.016640905290842056,0.022117139771580696,0.11388770490884781
7.5e-06,57000,,,,,,,,,,,,,,,
,57199,0.23894469439983368,0.2840414345264435,0.07604954391717911,0.036732062697410583,0.03940623626112938,0.035042211413383484,0.11836935579776764,150,,,,,,,
,57379,,,,,,,,150,0.26039260625839233,0.313614159822464,0.07508241385221481,0.03831731900572777,0.018086792901158333,0.02447105012834072,0.12180929630994797
7.55e-06,57380,,,,,,,,,,,,,,,
,57399,0.3282544016838074,0.3611690402030945,0.08641970902681351,0.051427580416202545,0.027143094688653946,0.031083885580301285,0.14758294820785522,151,,,,,,,
,57599,0.24491919577121735,0.2926229238510132,0.0458076186478138,0.014055056497454643,0.00889222975820303,0.010152272880077362,0.1027415543794632,151,,,,,,,
,57759,,,,,,,,151,0.24248066544532776,0.2932981550693512,0.06395556032657623,0.031616903841495514,0.015288674272596836,0.020527876913547516,0.1126556470990181
7.6e-06,57760,,,,,,,,,,,,,,,
,57799,0.26820623874664307,0.34577736258506775,0.05211576074361801,0.024545516818761826,0.015929168090224266,0.018423255532979965,0.1208328902721405,152,,,,,,,
,57999,0.2110007405281067,0.26061320304870605,0.040600553154945374,0.015370317734777927,0.011365446262061596,0.011556180194020271,0.09175106883049011,152,,,,,,,
,58139,,,,,,,,152,0.23628629744052887,0.2903253138065338,0.06200728192925453,0.028217582032084465,0.013422753661870956,0.01798325777053833,0.10835523158311844
7.65e-06,58140,,,,,,,,,,,,,,,
,58199,0.27592945098876953,0.34558752179145813,0.07593706250190735,0.057796411216259,0.0385495163500309,0.04753681272268295,0.14022281765937805,153,,,,,,,
,58399,0.2053001970052719,0.2734513580799103,0.057058922946453094,0.038618046790361404,0.01750713773071766,0.023971274495124817,0.10265116393566132,153,,,,,,,
,58519,,,,,,,,153,0.25529715418815613,0.3059764802455902,0.07832060009241104,0.04153451323509216,0.01938387006521225,0.02615571953356266,0.12169808894395828
7.7e-06,58520,,,,,,,,,,,,,,,
,58599,0.21826152503490448,0.265028178691864,0.029415221884846687,0.014244327321648598,0.014278006739914417,0.01514444500207901,0.0927286148071289,154,,,,,,,
,58799,0.27979210019111633,0.30061736702919006,0.0812489315867424,0.04845357686281204,0.023352516815066338,0.029625432565808296,0.12718166410923004,154,,,,,,,
,58899,,,,,,,,154,0.2473750114440918,0.3009757995605469,0.06767009198665619,0.03416856750845909,0.016326190903782845,0.021763145923614502,0.11473777890205383
7.75e-06,58900,,,,,,,,,,,,,,,
,58999,0.2721189856529236,0.31532078981399536,0.11956046521663666,0.050242360681295395,0.026582207530736923,0.03651072084903717,0.136722594499588,155,,,,,,,
,59199,0.24894024431705475,0.31448492407798767,0.07374771684408188,0.02475489117205143,0.015511387959122658,0.017149467021226883,0.11576478183269501,155,,,,,,,
,59279,,,,,,,,155,0.25637224316596985,0.309651255607605,0.0701533704996109,0.033880945295095444,0.015786614269018173,0.02176077663898468,0.11848768591880798
7.8e-06,59280,,,,,,,,,,,,,,,
,59399,0.24556046724319458,0.3064996302127838,0.07580281049013138,0.03626935929059982,0.01730075292289257,0.02378278784453869,0.11753597110509872,156,,,,,,,
,59599,0.3042460083961487,0.32672274112701416,0.08361422270536423,0.032991692423820496,0.019968323409557343,0.030387261882424355,0.13298839330673218,156,,,,,,,
,59659,,,,,,,,156,0.24461381137371063,0.2992495596408844,0.06302152574062347,0.02943040430545807,0.014146750792860985,0.018789414316415787,0.11140841245651245
7.850000000000001e-06,59660,,,,,,,,,,,,,,,
,59799,0.23009702563285828,0.3122192621231079,0.07754276692867279,0.02955159917473793,0.022699709981679916,0.01978202536702156,0.11531540006399155,157,,,,,,,
,59999,0.2138928472995758,0.2520384192466736,0.0685751810669899,0.03587784618139267,0.018044304102659225,0.019955329596996307,0.1013973280787468,157,,,,,,,
,60039,,,,,,,,157,0.2505074441432953,0.3025065064430237,0.07353072613477707,0.03770216554403305,0.01798023097217083,0.024156836792826653,0.11866496503353119
7.9e-06,60040,,,,,,,,,,,,,,,
,60199,0.2756456434726715,0.3338375389575958,0.10181570798158646,0.06926491111516953,0.0355411060154438,0.042159534990787506,0.14304408431053162,158,,,,,,,
,60399,0.3070066273212433,0.36957716941833496,0.1430967152118683,0.07890696823596954,0.034468378871679306,0.05384524539113045,0.16448353230953217,158,,,,,,,
,60419,,,,,,,,158,0.25592878460884094,0.30636563897132874,0.07115210592746735,0.03312976658344269,0.014780101366341114,0.020645424723625183,0.1172666847705841
7.95e-06,60420,,,,,,,,,,,,,,,
,60599,0.3110639154911041,0.35385018587112427,0.11356893181800842,0.041495513170957565,0.023527953773736954,0.03343014791607857,0.14615611732006073,159,,,,,,,
,60799,0.19515298306941986,0.28230416774749756,0.04653071612119675,0.04452289640903473,0.024065343663096428,0.03030775859951973,0.10381397604942322,159,,,,,,,
,60799,,,,,,,,159,0.24544315040111542,0.2987154424190521,0.06488857418298721,0.030472829937934875,0.014018876478075981,0.019515385851264,0.1129557192325592
8.000000000000001e-06,60800,,,,,,,,,,,,,,,
,60999,0.18839971721172333,0.2554517686367035,0.03231991082429886,0.014654104597866535,0.009685341268777847,0.009870699606835842,0.08506359159946442,160,,,,,,,
,61179,,,,,,,,160,0.2438690960407257,0.2965344786643982,0.06714590638875961,0.032408036291599274,0.014595459215342999,0.02020406909286976,0.11406642198562622
8.050000000000001e-06,61180,,,,,,,,,,,,,,,
,61199,0.2594064474105835,0.3159443438053131,0.07462593913078308,0.03837607800960541,0.025097664445638657,0.034402042627334595,0.12464208900928497,161,,,,,,,
,61399,0.26885566115379333,0.32564955949783325,0.0570734478533268,0.013451815582811832,0.01200683694332838,0.011422938667237759,0.11474338173866272,161,,,,,,,
,61559,,,,,,,,161,0.24601033329963684,0.2967040538787842,0.066563181579113,0.03336610272526741,0.014499248005449772,0.020364325493574142,0.11375124007463455
8.1e-06,61560,,,,,,,,,,,,,,,
,61599,0.3274710476398468,0.3505001664161682,0.1392747014760971,0.07329319417476654,0.03248567134141922,0.04715724289417267,0.16169701516628265,162,,,,,,,
,61799,0.2552779018878937,0.3005223572254181,0.047947272658348083,0.02735338918864727,0.014461411163210869,0.017097029834985733,0.11044323444366455,162,,,,,,,
,61939,,,,,,,,162,0.2511543333530426,0.30145058035850525,0.06844697892665863,0.032534997910261154,0.013576474972069263,0.01936870999634266,0.11390935629606247
8.15e-06,61940,,,,,,,,,,,,,,,
,61999,0.2524999976158142,0.28837668895721436,0.10794305801391602,0.06767687201499939,0.04497753083705902,0.05342978239059448,0.13581733405590057,163,,,,,,,
,62199,0.2374362051486969,0.29162082076072693,0.09869564324617386,0.06758556514978409,0.03609766438603401,0.04209340363740921,0.12892155349254608,163,,,,,,,
,62319,,,,,,,,163,0.2520531415939331,0.30271363258361816,0.07421959191560745,0.036168377846479416,0.017220644280314445,0.023411398753523827,0.11726030707359314
8.200000000000001e-06,62320,,,,,,,,,,,,,,,
,62399,0.2670019268989563,0.32707545161247253,0.07097833603620529,0.02791481465101242,0.015847062692046165,0.018076516687870026,0.12114902585744858,164,,,,,,,
,62599,0.2504188120365143,0.3182889521121979,0.06925216317176819,0.03510621562600136,0.014359550550580025,0.018324347212910652,0.11762501299381256,164,,,,,,,
,62699,,,,,,,,164,0.24668508768081665,0.298721581697464,0.06620905548334122,0.033203836530447006,0.016348520293831825,0.021665416657924652,0.11280614882707596
8.25e-06,62700,,,,,,,,,,,,,,,
,62799,0.3001488447189331,0.32680660486221313,0.059640560299158096,0.015644878149032593,0.015498960390686989,0.017224183306097984,0.12249400466680527,165,,,,,,,
,62999,0.24000932276248932,0.29693758487701416,0.06528285145759583,0.03223508968949318,0.028258416801691055,0.025722285732626915,0.11474093049764633,165,,,,,,,
,63079,,,,,,,,165,0.23564916849136353,0.2897856533527374,0.06294217705726624,0.030748387798666954,0.014780152589082718,0.019838642328977585,0.11015632003545761
8.3e-06,63080,,,,,,,,,,,,,,,
,63199,0.27614209055900574,0.35089200735092163,0.07517106086015701,0.023702852427959442,0.01495144423097372,0.020174307748675346,0.12683895230293274,166,,,,,,,
,63399,0.24931693077087402,0.2952026128768921,0.05027713254094124,0.03591197729110718,0.03087250143289566,0.03543472662568092,0.11616930365562439,166,,,,,,,
,63459,,,,,,,,166,0.2508939504623413,0.30296656489372253,0.06820571422576904,0.03405708819627762,0.015618271194398403,0.02183898538351059,0.11569467931985855
8.350000000000001e-06,63460,,,,,,,,,,,,,,,
,63599,0.2940810024738312,0.36019402742385864,0.09045672416687012,0.06270316988229752,0.0328061543405056,0.048336904495954514,0.14809632301330566,167,,,,,,,
